TCM_symptom_id,TCM_symptom_name,Symptom_pinYin,Symptom_definition,Symptom_locus,Symptom_property,Type,Version,Suppress
153,大便干结,Da Bian Gan Jie,,大肠,津亏,Synonymous terms,"v1,v2",0
154,大便干结难下,Da Bian Gan Jie Nan Xia,,大肠,津亏,Synonymous terms,"v1,v2",0
155,大便干燥,Da Bian Gan Zao,大便干燥多见于中老年人，主要表现为大便困难，便秘，甚至大便带血等，这与饮食和不良生活习惯有关。,大肠,津亏,Synonymous terms,"v1,v2",0
156,大便困难,Da Bian Kun Nan,排便疼痛剧烈，便纸上有血迹这种情况的可能性最大，尤其是有便秘的年轻女性绝大多数是肛裂，若早点治疗，处理得当，可以不形成溃疡。,大肠,津亏,Synonymous terms,"v1,v2",0
157,大便秘结,Da Bian Mi Jie,老年人便秘是指排便次数减少，同时排便困难、粪便干结。正常人每天排便1～2次或2～3天排便1次，便秘患者每周排便少于2次，并且排便费力，粪质硬结、量少。便秘是老年人常见的症状，约1/3的老年人出现便秘，严重影响老年人的生活质量。,大肠,津亏,Ontological terms,"v1,v2",0
158,大便黏滞,Da Bian Nian Zhi,,大肠,湿热,Synonymous terms,"v1,v2",0
159,大便黏滞不爽 ,Da Bian Nian Zhi Bu Shuang  ,,大肠,湿热,Synonymous terms,"v1,v2",0
160,大便脓血,Da Bian Nong Xie,,大肠,湿热,Synonymous terms,"v1,v2",0
161,大便清稀,Da Bian Qing Xi,,大肠,脾虚,Synonymous terms,"v1,v2",0
162,大便失调,Da Bian Shi Diao,,大肠,肝郁,Synonymous terms,"v1,v2",0
163,大便酸臭,Da Bian Suan Chou,,大肠,火热,Synonymous terms,"v1,v2",0
164,大便溏雹,Da Bian Tang Bao,,大肠,脾虚,Synonymous terms,"v1,v2",0
165,大便溏薄,Da Bian Tang Bo,,大肠,脾虚,Synonymous terms,"v1,v2",0
166,大便溏软,Da Bian Tang Ruan,,大肠,脾虚,Synonymous terms,"v1,v2",0
167,大便溏泻,Da Bian Tang Xie,,大肠,脾虚,Ontological terms,"v1,v2",0
168,大便稀薄如水样,Da Bian Xi Bo Ru Shui Yang,,大肠,脾虚湿盛,Synonymous terms,"v1,v2",0
169,大便稀溏,Da Bian Xi Tang,,大肠,脾虚,Synonymous terms,"v1,v2",0
170,大便泄泻,Da Bian Xie Xie,,大肠,脾虚,Synonymous terms,"v1,v2",0
171,大便燥结,Da Bian Zao Jie,,大肠,津亏,Ontological terms,"v1,v2",0
172,带下,Dai Xia,泛指妇科疾病，狭义则专指白带的量色质气味发生异常的疾病。正常白带由前庭大腺分泌物、阴道黏膜渗出物、宫颈及子宫内膜腺体分泌物等混合形成白带。正常白带呈白色黏液状或蛋清样，量少，无异味，称生理性白带。白带的量明显增多，色、质、气味发生异常，或伴全身、局部症状者，称为“带下病”，又称“下白物”、“流秽物”。造成白带异常，也就是病理性白带的原因很多，多数白带异常为感染或炎症引起，如滴虫性阴道炎、霉菌性阴道炎、老年性阴道炎、子宫颈糜烂、子宫内膜炎、也有部分由于宫内节育器、子宫颈息肉、宫颈癌等其他疾病引起。临床表现常见白带增多、绵绵不断、腰痛、神疲等，或见赤白相兼，或五色杂下，或脓浊样，有臭气等。,子宫,湿热,Ontological terms,"v1,v2",0
173,带下白浊,Dai Xia Bai Zhuo,,子宫,湿热,Ontological terms,"v1,v2",0
174,带下病,Dai Xia Bing,带下的量、色、质、味发生异常，或伴全身、局部症状者，称为“带下病”。本病可见于现代医学的阴道炎、子宫颈炎、盆腔炎、卵巢早衰、闭经、不孕、妇科肿瘤等疾病引起的带下增多或减少。,子宫,湿热,Synonymous terms,"v1,v2",0
175,带下量多,Dai Xia Liang Duo,,子宫,任脉失约,Ontological terms,"v1,v2",0
176,带下色黄,Dai Xia Se Huang,,子宫,湿热,Synonymous terms,"v1,v2",0
177,带下色黄质稠,Dai Xia Se Huang Zhi Chou,,子宫,湿热,Synonymous terms,"v1,v2",0
178,丹毒,Dan Du,丹毒（erysipelas）是一种累及真皮浅层淋巴管的感染，主要致病菌为A组β溶血性链球菌。诱发因素为手术伤口或鼻孔、外耳道、耳垂下方、肛门、阴茎和趾间的裂隙。皮肤的任何炎症，尤其是有皲裂或溃疡的炎症为致病菌提供了侵入的途径。轻度擦伤或搔抓、头部以外损伤、不清洁的脐带结扎、预防接种和慢性小腿溃疡均可能导致此病。致病菌可潜伏于淋巴管内，引起复发。,,热毒,Ontological terms,"v1,v2",0
179,单眼复视,Dan Yan Fu Shi,一眼注视时出现两个影像。,目,肝虚,Synonymous terms,"v1,v2",0
180,胆道感染,Dan Dao Gan Ran,胆道感染是指胆道系统的细菌性感染，包括急、慢性胆囊炎，急、慢性胆管炎，急性梗阻性化脓性胆管炎等，常与胆石症并存，两者多互为因果关系。胆道感染发病率占急腹症第2位，为外科常见、多发、难治性的一类疾病。,胆,湿热,Synonymous terms,"v1,v2",0
181,胆胀,Dan Zhang,胆腑气郁，胆失通降所引起的以右胁胀痛为主要临床表现的一种疾病。胆胀为肝胆系病证中常见的疾病。其临床表现与西医学所称的慢性胆囊炎、慢性胆管炎、胆石症等相似。胆胀多发生于40岁至65岁年龄组，女性多于男性，且以偏肥胖体型为多见。当今胆胀的发病率呈上升趋势其原因可能与人们饮食结构的变化有关。中医药治疗本病效果较好，远期疗效尤其是减少复发的疗效更为显着。,胆,肝郁,,v1,1
182,倒饱嘈杂,Dao Bao Cao Za,,脾胃,湿热,Synonymous terms,"v1,v2",0
183,盗汗,Dao Han,盗汗是中医的一个病证名，是以入睡后汗出异常，醒后汗泄即止为特征的一种病征。“盗”有偷盗的意思，古代医家用盗贼每天在夜里鬼祟活动，来形容该病证，即每当人们入睡、或刚一闭眼而将入睡之时，汗液象盗贼一样偷偷的泄出来。,,阴虚,Ontological terms,"v1,v2",0
184,低热,Di Re,低热（low fever）是一种常见的症状，一般我们讲的低热是指体温超过正常，但在38℃以下者。引起低热的原因较多，要依据临床表现，查清病因，审因论治。特别是对功能性低热，要在排除器质性疾病的基础上作出诊断。,,气虚,Synonymous terms,"v1,v2",0
185,巅顶疼痛,Dian Ding Teng Tong,,肝肾,肝寒,Ontological terms,"v1,v2",0
186,癫狂,Dian Kuang,癫狂，中医病名。是一种精神失常疾病，系由七情内伤，饮食失节，禀赋不足，致痰气郁结，或痰火暴亢，使脏气不平，阴阳失调，闭塞心窍，神机逆乱。其病位在心，与肝胆脾胃关系密切。癫病以精神抑郁，表情淡漠，沉默痴呆，语无伦次，静而多喜为特征，治以理气解郁，畅达气机为其大法；狂病以精神亢奋，狂躁不安，喧扰不宁，骂詈毁物，动而多怒为特征。，降火豁痰以治其标。同时，移情易性不但是防病治病的需要，也是防止病情反复或发生意外的措施。,心脑,火热,Ontological terms,"v1,v2",0
187,癫痫,Dian Xian,癫痫（epilepsy）即俗称的“羊角风”或“羊癫风”，是大脑神经元突发性异常放电，导致短暂的大脑功能障碍的一种慢性疾病。据中国最新流行病学资料显示，国内癫痫的总体患病率为7.0‰，年发病率为28.8/ 10 万，1年内有发作的活动性癫痫患病率为4.6‰。据此估计中国约有900万左右的癫痫患者，其中500～600万是活动性癫痫患者，同时每年新增加癫痫患者约40万，在中国癫痫已经成为神经科仅次于头痛的第二大常见病。,心脑,火热,Ontological terms,"v1,v2",0
188,癫痫痰多,Dian Xian Tan Duo,,心脑,火热,Ontological terms,"v1,v2",0
189,癲痫,Dian Xian,,心脑,火热,Ontological terms,"v1,v2",0
190,跌打伤痛,Die Da Shang Tong,,,瘀血,Ontological terms,"v1,v2",0
191,跌打损伤,Die Da Sun Shang,跌打损伤包括刀枪、跌仆、殴打、闪挫、刺伤、擦伤、运动损伤等，伤处多有疼痛、肿胀、出血或骨折、脱臼等，也包括一些内脏损伤。在此主要以软组织损伤为主。,,瘀血,Ontological terms,"v1,v2",0
192,跌打瘀痛,Die Da Yu Tong,,,瘀血,Synonymous terms,"v1,v2",0
193,跌打肿痛,Die Da Zhong Tong,,,瘀血,Ontological terms,"v1,v2",0
194,跌扑伤痛,Die Pu Shang Tong,,,瘀血,Ontological terms,"v1,v2",0
195,跌扑瘀肿,Die Pu Yu Zhong,,,瘀血,Ontological terms,"v1,v2",0
196,跌扑肿痛,Die Pu Zhong Tong,,,瘀血,Ontological terms,"v1,v2",0
197,疔疮痈肿初起,Ding Chuang Yong Zhong Chu Qi,,皮肤,热毒,Synonymous terms,"v1,v2",0
198,疔疮肿痛,Ding Chuang Zhong Tong,,皮肤,热毒,Ontological terms,"v1,v2",0
199,疔毒,Ding Du, 症状发展到很严重地步的疔疮,皮肤,热毒,Ontological terms,"v1,v2",0
200,动脉硬化,Dong Mai Ying Hua,动脉硬化是动脉的一种非炎症性病变，可使动脉管壁增厚、变硬，失去弹性、管腔狭窄。动脉硬化是随着年龄增长而出现的血管疾病，其规律通常是在青少年时期发生，至中老年时期加重、发病。男性较女性多，近年来本病在我国逐渐增多，成为老年人死亡主要原因之一。,,阳虚,Synonymous terms,"v1,v2",0
201,动辄汗出,Dong Zhe Han Chu,,,气虚,Synonymous terms,"v1,v2",0
202,毒虫咬伤,Du Chong Yao Shang,,,虫毒,Synonymous terms,"v1,v2",0
203,毒蛇咬伤,Du She Yao Shang,,,虫毒,Ontological terms,"v1,v2",0
204,毒蛇咬伤,Du She Yao Shang,,,虫毒,Ontological terms,"v1,v2",1
205,毒邪未尽,Du Xie Wei Jin,,,虫毒,Synonymous terms,"v1,v2",0
206,短气,Duan Qi,短气，指因呼吸短促而不相接续的情况。即呼吸短促而不相接续之意。可见于很多疾病的过程中。有虚有实。实证多突然发病，伴有胸腹胀满。呼吸声粗，多由于痰、食内阻，影响气机升降所致；虚证多实久病，声低息微，形疲神倦，多由于元气大虚所致。,肺,气虚,Ontological terms,"v1,v2",0
207,顿咳,Dun Ke,顿咳，中医病名。小儿时期感受时行邪毒引起的肺系时行疾病，临床以阵发性痉挛咳嗽，咳后有特殊的鸡啼样吸气性吼声为特征。本病因其咳嗽特征又名“顿呛”、“顿嗽”、“鹭鸶咳”；因其具有传染性，故又称“天哮呛”、“疫咳”。顿咳好发于冬春季节，以5岁以下小儿最易发病，年龄愈小，则病情大多愈重，10岁以上则较少罹患。病程愈长，对小儿身体健康影响愈大，若不及时治疗，可持续2-3个月以上。典型的顿咳与西医学百日咳相符。,肺,风寒犯肺,Ontological terms,"v1,v2",0
208,多汗,Duo Han,多汗症是指局部或全身皮肤出汗量异常增多的现象。真正全身性多汗症少见，即使是全身性疾病所致的多汗症也主要发生在某些部位。全身性多汗症主要是由其他疾病引起的广泛性多汗，如感染性高热等。局部性多汗症常初发于儿童或青少年，往往有家族史，有成年后自然减轻的倾向。,肺,气虚,Ontological terms,"v1,v2",0
209,多泪,Duo Lei,,肝,肝虚,Ontological terms,"v1,v2",0
210,多泪羞明,Duo Lei Xiu Ming,,心,肝虚,Ontological terms,"v1,v2",0
211,多梦,Duo Meng,是指睡眠不实，睡眠中梦扰纷乱，醒后感觉头昏神疲的症状。多梦常与失眠相伴，导致经常不能获得正常睡眠，并有头晕健忘等症为主要表现。,心,肝虚,Ontological terms,"v1,v2",0
212,多尿,Duo Niao,多尿（polyuria），指每天24小时排尿多于2500ml。健康人当饮水过多或食用含水较多的食物时．可出现暂时性生理性多尿。持续性多尿属于病理性。治疗重在去除病因，对症处理，慎用药物。,膀胱,肾虚,Synonymous terms,"v1,v2",0
213,多食,Duo Shi,,胃肠,胃火,Synonymous terms,"v1,v2",0
214,多涎,Duo Xian,,脾,脾虚,Ontological terms,"v1,v2",0
215,多饮,Duo Yin,,胃肠,胃热,Ontological terms,"v1,v2",0
216,呃逆,E Ni,呃逆即打嗝，指气从胃中上逆，喉间频频作声，声音急而短促。是一个生理上常见的现象，由横膈膜痉挛收缩引起的。健康人也可发生一过性呃逆，多与饮食有关，特别是饮食过快、过饱，摄入很热或冷的食物饮料、饮酒等，外界温度变化和过度吸烟亦可引起。呃逆频繁或持续24小时以上，称为难治性呃逆，多发生于某些疾病。,胃,胃气上逆,Ontological terms,"v1,v2",0
217,恶疮,E Chuang,亦名久恶疮，恶毒疮，顽疮,皮肤,湿热,Ontological terms,"v1,v2",0
218,恶风寒,E Feng Han,,肺,风寒犯肺,Ontological terms,"v1,v2",0
219,恶寒,E Han,恶寒，中医症状名。凡患者自觉怕冷，多加衣被，或近火取暖，仍感寒冷不能缓解的，称为恶寒。中医中有“有一分恶寒便有一分表证”的说法，故“恶寒”常为临床诊断和鉴别外感表证的重要指征。,肺,风寒犯肺,Ontological terms,"v1,v2",0
220,恶寒重,E Han Zhong,,肺,风寒犯肺,Synonymous terms,"v1,v2",0
221,恶寒壮热,E Han Zhuang Re,,肺,风寒犯肺,Synonymous terms,"v1,v2",0
222,恶心,E Xin,恶心(nausea)是一种可以引起呕吐冲动的胃内不适感，常为呕吐的前驱感觉，但也可单独出现，主要表现为上腹部的特殊不适感，常伴有头晕、流涎、脉搏缓慢、血压降低等迷走神经兴奋症状。,胃,,Ontological terms,"v1,v2",0
223,耳道流脓,Er Dao Liu Nong,,肝,湿热,Ontological terms,"v1,v2",0
224,耳聋,Er Long,听觉系统中传音、感音及其听觉传导通路中的听神经和各级中枢发生病变，引起听功能障碍，产生不同程度的听力减退，统称为耳聋。一般认为语言频率平均听阈在26dB以上时称之为听力减退或听力障碍。根据听力减退的程度不同，又称之为重听、听力障碍、听力减退、听力下降等。,肝,肾虚,Ontological terms,"v1,v2",0
225,耳漏,Er Lou,从外耳道内流出一些非脓性的液体，医学上称为“耳漏”。这种情况见于很多疾病，流出液体的性质、气味及颜色，往往为某些疾病的特殊表现。,肝,湿热,Synonymous terms,"v1,v2",0
226,耳鸣,Er Ming,耳鸣是累及听觉系统的许多疾病不同病理变化的结果，病因复杂，机制不清，主要表现为无相应的外界声源或电刺激，而主观上在耳内或颅内有声音感觉。在临床上它既是许多疾病的伴发症状，也是一些严重疾病的首发症状（如听神经瘤）。,肝肾,肾虚,Ontological terms,"v1,v2",0
227,耳内流脓,Er Nei Liu Nong,耳内流出脓液，其色或黄或青，其质或稠或稀的表现。,肝,湿热,Synonymous terms,"v1,v2",0
228,耳下肿痛,Er Xia Zhong Tong,,肝,热毒,Ontological terms,"v1,v2",0
229,二便失禁,Er Bian Shi Jin,,肾,肾虚,Synonymous terms,"v1,v2",0
230,发斑,Fa Ban,,,胃热,Ontological terms,"v1,v2",0
231,发喘,Fa Chuan,急促呼吸。《三侠五义》第二二回：“﹝ 展昭 ﹞将剑舞完，仍是怀中抱月的架式收住，复又朝上磕头。见他面不改色，气不发喘。”,肺,气逆,Synonymous terms,"v1,v2",0
232,发僵,Fa Jiang,,,经络不通,Synonymous terms,"v1,v2",0
233,发狂,Fa Kuang,疯癫，受到某种刺激而精神失常。,心,火热,Ontological terms,"v1,v2",0
234,发热,Fa Re,"又称发烧。由于致热原的作用使体温调定点上移而引起的调节性体温升高（超过0.5℃）,又称为发热。每个人的正常体温略有不同，而且受许多因素（时间、季节、环境、月经等）的影响。因此判定是否发热，最好是和自己平时同样条件下的体温相比较。如不知自己原来的体温，则腋窝体温（检测10分钟）超过37℃可定为发热。",,风寒犯肺,Ontological terms,"v1,v2",0
235,发热重,Fa Re Zhong,,,风热,Synonymous terms,"v1,v2",0
236,发烧,Fa Shao,发烧（fever），也称发热，是指致热原直接作用于体温调节中枢、体温中枢功能紊乱或各种原因引起的产热过多、散热减少，导致体温升高超过正常范围的情形。每个人的正常体温略有不同，而且受时间、季节、环境、月经等因素的影响。一般认为当口腔温度高于37.5 ℃，腋窝温度高于37℃，或一日之间体温相差在1℃以上，即为发烧。发烧是临床上最常见的症状，是疾病进展过程中的重要临床表现，可见于多种感染性疾病和非感染性疾病。但有时体温升高不一定都是疾病引起的，某些情况可有生理性体温升高，如剧烈运动、月经前期及妊娠期，进入高温环境或热水浴等均可使体温较平时略高，这些通过自身调节可恢复正常。,,风寒犯肺,Synonymous terms,"v1,v2",0
237,发颐,Fa Yi,是热病后余毒结于颐颌间引起的急性化脓性疾病。临床特点是常发生于热病后期，多一则发病，颐颌部肿胀疼痛，张口受限，全身症状明显，重者可发生内陷。类似于西医学化脓性腮腺炎。,,热毒,Ontological terms,"v1,v2",0
238,发育迟缓,Fa Yu Chi Huan,生长发育迟缓（发育迟缓）是指在生长发育过程中出现速度放慢或是顺序异常等现象。发病率在6%～8%之间。在正常的内外环境下儿童能够正常发育，一切不利于儿童生长发育的因素均可不同程度地影响其发育，从而造成儿童的生长发育迟缓。,肾,肾虚,Synonymous terms,"v1,v2",0
239,发疹,Fa Zhen,,皮肤,风热,Ontological terms,"v1,v2",0
240,乏力,Fa Li,乏力是临床上最常见的主诉症状之一，属非特异性疲惫感觉。表现为自觉疲劳、肢体软弱无力。生理状态下，乏力在休息或进食后可缓解，而病理性乏力则不能恢复正常。,脾,脾虚,Ontological terms,"v1,v2",0
241,烦倦,Fan Juan,,心,火热,Ontological terms,"v1,v2",0
