TCM_symptom_id,TCM_symptom_name,Symptom_pinYin,Symptom_definition,Symptom_locus,Symptom_property,Type,Version,Suppress
132,疮疡肿痛,Chuang Yang Zhong Tong,,皮肤,热毒,Ontological terms,"v1,v2",0
133,疮痈肿痛,Chuang Yong Zhong Tong,,皮肤,热毒,Ontological terms,"v1,v2",0
134,疮肿,Chuang Zhong,疮疖溃疡之疾,皮肤,热毒,Ontological terms,"v1,v2",0
135,创伤出血,Chuang Shang Chu Xie,,皮肤,瘀血,Ontological terms,"v1,v2",0
136,唇干,Chun Gan,因为秋高气爽，干燥多风，很多人都会觉得嘴唇发干，出现皲裂，这种现象称为唇干。,脾,肺燥,Synonymous terms,"v1,v2",0
137,唇甲出血,Chun Jia Chu Xie,,脾,脾虚,Synonymous terms,"v1,v2",0
138,唇甲色淡,Chun Jia Se Dan,唇甲色淡是指嘴唇和指甲的颜色发白，变淡。唇甲色淡是血虚的主要症状。血虚是指血液亏虚，血的营养和滋润功能减退，以致脏腑百脉、形体器官失养的病理变化。,脾,脾虚,Synonymous terms,"v1,v2",0
139,刺痛,Ci Tong,刺激皮肉而感到疼痛：感到剧烈的烧灼样的疼痛,,瘀血,Ontological terms,"v1,v2",0
140,猝然昏倒,Cu Ran Hun Dao,,心脑,气逆,Ontological terms,"v1,v2",0
141,窜痛,Cuan Tong,疼痛部位走窜不定，病人可感觉到疼痛的窜动。,肝,气滞,Synonymous terms,"v1,v2",0
142,挫伤筋骨,Cuo Shang Jin Gu,,,血瘀,Synonymous terms,"v1,v2",0
143,大便不畅,Da Bian Bu Chang,,大肠,气滞,Synonymous terms,"v1,v2",0
144,大便不利,Da Bian Bu Li,,大肠,气滞,Synonymous terms,"v1,v2",0
145,大便不爽,Da Bian Bu Shuang,,大肠,湿热,Ontological terms,"v1,v2",0
146,大便不调,Da Bian Bu Diao,,大肠,肝郁,Synonymous terms,"v1,v2",0
147,大便不通,Da Bian Bu Tong,俗称便秘。是指人体在精神影响下或者饮食问题所导致排便困难,大肠,津亏,Ontological terms,"v1,v2",0
148,大便不下,Da Bian Bu Xia,,大肠,津亏,Synonymous terms,"v1,v2",0
149,大便臭秽,Da Bian Chou Hui,,大肠,湿热,Synonymous terms,"v1,v2",0
150,大便出血,Da Bian Chu Xie,血液从肛门排出，粪便颜色呈鲜红、暗红或柏油样（黑便），均称为便血。便血只是一个症状，并非一种疾病。便血多见于下消化道出血，特别是结肠与直肠病变的出血，但亦可见于上消化道出血。便血的颜色取决于消化道出血的部位、出血量与血液在胃肠道停留的时间。便血伴有皮肤、黏膜或其他器官出血现象者，多见于血液系统疾病及其他全身性疾病，如白血病、弥散性血管内凝血等。,大肠,湿热,Ontological terms,"v1,v2",0
151,大便次数增多 ,Da Bian Ci Shu Zeng Duo  ,,大肠,脾虚,,v1,1
152,大便干,Da Bian Gan,,大肠,津亏,Synonymous terms,"v1,v2",0
153,大便干结,Da Bian Gan Jie,,大肠,津亏,Synonymous terms,"v1,v2",0
154,大便干结难下,Da Bian Gan Jie Nan Xia,,大肠,津亏,Synonymous terms,"v1,v2",0
155,大便干燥,Da Bian Gan Zao,大便干燥多见于中老年人，主要表现为大便困难，便秘，甚至大便带血等，这与饮食和不良生活习惯有关。,大肠,津亏,Synonymous terms,"v1,v2",0
156,大便困难,Da Bian Kun Nan,排便疼痛剧烈，便纸上有血迹这种情况的可能性最大，尤其是有便秘的年轻女性绝大多数是肛裂，若早点治疗，处理得当，可以不形成溃疡。,大肠,津亏,Synonymous terms,"v1,v2",0
157,大便秘结,Da Bian Mi Jie,老年人便秘是指排便次数减少，同时排便困难、粪便干结。正常人每天排便1～2次或2～3天排便1次，便秘患者每周排便少于2次，并且排便费力，粪质硬结、量少。便秘是老年人常见的症状，约1/3的老年人出现便秘，严重影响老年人的生活质量。,大肠,津亏,Ontological terms,"v1,v2",0
158,大便黏滞,Da Bian Nian Zhi,,大肠,湿热,Synonymous terms,"v1,v2",0
159,大便黏滞不爽 ,Da Bian Nian Zhi Bu Shuang  ,,大肠,湿热,Synonymous terms,"v1,v2",0
160,大便脓血,Da Bian Nong Xie,,大肠,湿热,Synonymous terms,"v1,v2",0
161,大便清稀,Da Bian Qing Xi,,大肠,脾虚,Synonymous terms,"v1,v2",0
162,大便失调,Da Bian Shi Diao,,大肠,肝郁,Synonymous terms,"v1,v2",0
163,大便酸臭,Da Bian Suan Chou,大便酸臭是由于食物中蛋白质没有完全被肠道吸收，而被细菌分解或者是脂肪、糖消化或吸收不良导致的大便有酸臭的气味，患者可自行发现或在粪便常规检查时发现。,大肠,火热,Synonymous terms,"v1,v2",0
164,大便溏雹,Da Bian Tang Bao,,大肠,脾虚,Synonymous terms,"v1,v2",0
165,大便溏薄,Da Bian Tang Bo,,大肠,脾虚,Synonymous terms,"v1,v2",0
166,大便溏软,Da Bian Tang Ruan,,大肠,脾虚,Synonymous terms,"v1,v2",0
167,大便溏泻,Da Bian Tang Xie,,大肠,脾虚,Ontological terms,"v1,v2",0
168,大便稀薄如水样,Da Bian Xi Bo Ru Shui Yang,,大肠,脾虚湿盛,Synonymous terms,"v1,v2",0
169,大便稀溏,Da Bian Xi Tang,,大肠,脾虚,Synonymous terms,"v1,v2",0
170,大便泄泻,Da Bian Xie Xie,,大肠,脾虚,Synonymous terms,"v1,v2",0
171,大便燥结,Da Bian Zao Jie,大便燥结，证名。大便干燥秘结。见《名医类案·秘结》。详大便秘结条。,大肠,津亏,Ontological terms,"v1,v2",0
172,带下,Dai Xia,泛指妇科疾病，狭义则专指白带的量色质气味发生异常的疾病。正常白带由前庭大腺分泌物、阴道黏膜渗出物、宫颈及子宫内膜腺体分泌物等混合形成白带。正常白带呈白色黏液状或蛋清样，量少，无异味，称生理性白带。白带的量明显增多，色、质、气味发生异常，或伴全身、局部症状者，称为“带下病”，又称“下白物”、“流秽物”。造成白带异常，也就是病理性白带的原因很多，多数白带异常为感染或炎症引起，如滴虫性阴道炎、霉菌性阴道炎、老年性阴道炎、子宫颈糜烂、子宫内膜炎、也有部分由于宫内节育器、子宫颈息肉、宫颈癌等其他疾病引起。临床表现常见白带增多、绵绵不断、腰痛、神疲等，或见赤白相兼，或五色杂下，或脓浊样，有臭气等。,子宫,湿热,Ontological terms,"v1,v2",0
173,带下白浊,Dai Xia Bai Zhuo,,子宫,湿热,Ontological terms,"v1,v2",0
174,带下病,Dai Xia Bing,带下的量、色、质、味发生异常，或伴全身、局部症状者，称为“带下病”。本病可见于现代医学的阴道炎、子宫颈炎、盆腔炎、卵巢早衰、闭经、不孕、妇科肿瘤等疾病引起的带下增多或减少。,子宫,湿热,Synonymous terms,"v1,v2",0
175,带下量多,Dai Xia Liang Duo,,子宫,任脉失约,Ontological terms,"v1,v2",0
176,带下色黄,Dai Xia Se Huang,,子宫,湿热,Synonymous terms,"v1,v2",0
177,带下色黄质稠,Dai Xia Se Huang Zhi Chou,,子宫,湿热,Synonymous terms,"v1,v2",0
178,丹毒,Dan Du,丹毒（erysipelas）是一种累及真皮浅层淋巴管的感染，主要致病菌为A组β溶血性链球菌。诱发因素为手术伤口或鼻孔、外耳道、耳垂下方、肛门、阴茎和趾间的裂隙。皮肤的任何炎症，尤其是有皲裂或溃疡的炎症为致病菌提供了侵入的途径。轻度擦伤或搔抓、头部以外损伤、不清洁的脐带结扎、预防接种和慢性小腿溃疡均可能导致此病。致病菌可潜伏于淋巴管内，引起复发。,,热毒,Ontological terms,"v1,v2",0
179,单眼复视,Dan Yan Fu Shi,一眼注视时出现两个影像。,目,肝虚,Synonymous terms,"v1,v2",0
180,胆道感染,Dan Dao Gan Ran,胆道感染是指胆道系统的细菌性感染，包括急、慢性胆囊炎，急、慢性胆管炎，急性梗阻性化脓性胆管炎等，常与胆石症并存，两者多互为因果关系。胆道感染发病率占急腹症第2位，为外科常见、多发、难治性的一类疾病。,胆,湿热,Synonymous terms,"v1,v2",0
181,胆胀,Dan Zhang,胆腑气郁，胆失通降所引起的以右胁胀痛为主要临床表现的一种疾病。胆胀为肝胆系病证中常见的疾病。其临床表现与西医学所称的慢性胆囊炎、慢性胆管炎、胆石症等相似。胆胀多发生于40岁至65岁年龄组，女性多于男性，且以偏肥胖体型为多见。当今胆胀的发病率呈上升趋势其原因可能与人们饮食结构的变化有关。中医药治疗本病效果较好，远期疗效尤其是减少复发的疗效更为显着。,胆,肝郁,,v1,1
182,倒饱嘈杂,Dao Bao Cao Za,,脾胃,湿热,Synonymous terms,"v1,v2",0
183,盗汗,Dao Han,盗汗是中医的一个病证名，是以入睡后汗出异常，醒后汗泄即止为特征的一种病征。“盗”有偷盗的意思，古代医家用盗贼每天在夜里鬼祟活动，来形容该病证，即每当人们入睡、或刚一闭眼而将入睡之时，汗液象盗贼一样偷偷的泄出来。,,阴虚,Ontological terms,"v1,v2",0
184,低热,Di Re,低热（low fever）是一种常见的症状，一般我们讲的低热是指体温超过正常，但在38℃以下者。引起低热的原因较多，要依据临床表现，查清病因，审因论治。特别是对功能性低热，要在排除器质性疾病的基础上作出诊断。,,气虚,Synonymous terms,"v1,v2",0
185,巅顶疼痛,Dian Ding Teng Tong,又称顶巅痛 证名。头顶部疼痛。又称巅顶痛。《丹溪心法·头痛》：“顶巅痛，宜藁本、防风、柴胡。”《医宗必读·头痛》：“太阳、厥阴巅顶痛，宜来复丹。”《证治汇补·头痛》：“巅顶痛属肾。”治用三才汤加牡蛎、龟板等。,肝肾,肝寒,Ontological terms,"v1,v2",0
186,癫狂,Dian Kuang,癫狂，中医病名。是一种精神失常疾病，系由七情内伤，饮食失节，禀赋不足，致痰气郁结，或痰火暴亢，使脏气不平，阴阳失调，闭塞心窍，神机逆乱。其病位在心，与肝胆脾胃关系密切。癫病以精神抑郁，表情淡漠，沉默痴呆，语无伦次，静而多喜为特征，治以理气解郁，畅达气机为其大法；狂病以精神亢奋，狂躁不安，喧扰不宁，骂詈毁物，动而多怒为特征。，降火豁痰以治其标。同时，移情易性不但是防病治病的需要，也是防止病情反复或发生意外的措施。,心脑,火热,Ontological terms,"v1,v2",0
187,癫痫,Dian Xian,癫痫（epilepsy）即俗称的“羊角风”或“羊癫风”，是大脑神经元突发性异常放电，导致短暂的大脑功能障碍的一种慢性疾病。据中国最新流行病学资料显示，国内癫痫的总体患病率为7.0‰，年发病率为28.8/ 10 万，1年内有发作的活动性癫痫患病率为4.6‰。据此估计中国约有900万左右的癫痫患者，其中500～600万是活动性癫痫患者，同时每年新增加癫痫患者约40万，在中国癫痫已经成为神经科仅次于头痛的第二大常见病。,心脑,火热,Ontological terms,"v1,v2",0
188,癫痫痰多,Dian Xian Tan Duo,,心脑,火热,Ontological terms,"v1,v2",0
189,癲痫,Dian Xian,,心脑,火热,Ontological terms,"v1,v2",0
190,跌打伤痛,Die Da Shang Tong,,,瘀血,Ontological terms,"v1,v2",0
191,跌打损伤,Die Da Sun Shang,跌打损伤包括刀枪、跌仆、殴打、闪挫、刺伤、擦伤、运动损伤等，伤处多有疼痛、肿胀、出血或骨折、脱臼等，也包括一些内脏损伤。在此主要以软组织损伤为主。,,瘀血,Ontological terms,"v1,v2",0
192,跌打瘀痛,Die Da Yu Tong,,,瘀血,Synonymous terms,"v1,v2",0
193,跌打肿痛,Die Da Zhong Tong,,,瘀血,Ontological terms,"v1,v2",0
194,跌扑伤痛,Die Pu Shang Tong,,,瘀血,Ontological terms,"v1,v2",0
195,跌扑瘀肿,Die Pu Yu Zhong,,,瘀血,Ontological terms,"v1,v2",0
196,跌扑肿痛,Die Pu Zhong Tong,,,瘀血,Ontological terms,"v1,v2",0
197,疔疮痈肿初起,Ding Chuang Yong Zhong Chu Qi,,皮肤,热毒,Synonymous terms,"v1,v2",0
198,疔疮肿痛,Ding Chuang Zhong Tong,,皮肤,热毒,Ontological terms,"v1,v2",0
199,疔毒,Ding Du, 症状发展到很严重地步的疔疮,皮肤,热毒,Ontological terms,"v1,v2",0
200,动脉硬化,Dong Mai Ying Hua,动脉硬化是动脉的一种非炎症性病变，可使动脉管壁增厚、变硬，失去弹性、管腔狭窄。动脉硬化是随着年龄增长而出现的血管疾病，其规律通常是在青少年时期发生，至中老年时期加重、发病。男性较女性多，近年来本病在我国逐渐增多，成为老年人死亡主要原因之一。,,阳虚,Synonymous terms,"v1,v2",0
201,动辄汗出,Dong Zhe Han Chu,,,气虚,Synonymous terms,"v1,v2",0
202,毒虫咬伤,Du Chong Yao Shang,,,虫毒,Synonymous terms,"v1,v2",0
203,毒蛇咬伤,Du She Yao Shang,毒蛇咬伤后引起发病的原因是由于毒腺中所分泌的蛇毒，主要为蛋白质，系多肽和多种酶组成。蛇毒可分为神经毒素和血液毒素。前者对中枢、周围神经、神经肌肉传导功能等产生损害作用，可引起惊厥、瘫痪和呼吸麻痹;后者对心血管和血液系统造成损害，引起心律失常、循环衰竭、溶血和出血。,,虫毒,Ontological terms,"v1,v2",0
204,毒蛇咬伤,Du She Yao Shang,毒蛇咬伤后引起发病的原因是由于毒腺中所分泌的蛇毒，主要为蛋白质，系多肽和多种酶组成。蛇毒可分为神经毒素和血液毒素。前者对中枢、周围神经、神经肌肉传导功能等产生损害作用，可引起惊厥、瘫痪和呼吸麻痹;后者对心血管和血液系统造成损害，引起心律失常、循环衰竭、溶血和出血。,,虫毒,Ontological terms,"v1,v2",1
205,毒邪未尽,Du Xie Wei Jin,,,虫毒,Synonymous terms,"v1,v2",0
206,短气,Duan Qi,短气，指因呼吸短促而不相接续的情况。即呼吸短促而不相接续之意。可见于很多疾病的过程中。有虚有实。实证多突然发病，伴有胸腹胀满。呼吸声粗，多由于痰、食内阻，影响气机升降所致；虚证多实久病，声低息微，形疲神倦，多由于元气大虚所致。,肺,气虚,Ontological terms,"v1,v2",0
207,顿咳,Dun Ke,顿咳，中医病名。小儿时期感受时行邪毒引起的肺系时行疾病，临床以阵发性痉挛咳嗽，咳后有特殊的鸡啼样吸气性吼声为特征。本病因其咳嗽特征又名“顿呛”、“顿嗽”、“鹭鸶咳”；因其具有传染性，故又称“天哮呛”、“疫咳”。顿咳好发于冬春季节，以5岁以下小儿最易发病，年龄愈小，则病情大多愈重，10岁以上则较少罹患。病程愈长，对小儿身体健康影响愈大，若不及时治疗，可持续2-3个月以上。典型的顿咳与西医学百日咳相符。,肺,风寒犯肺,Ontological terms,"v1,v2",0
208,多汗,Duo Han,多汗症是指局部或全身皮肤出汗量异常增多的现象。真正全身性多汗症少见，即使是全身性疾病所致的多汗症也主要发生在某些部位。全身性多汗症主要是由其他疾病引起的广泛性多汗，如感染性高热等。局部性多汗症常初发于儿童或青少年，往往有家族史，有成年后自然减轻的倾向。,肺,气虚,Ontological terms,"v1,v2",0
209,多泪,Duo Lei,,肝,肝虚,Ontological terms,"v1,v2",0
210,多泪羞明,Duo Lei Xiu Ming,,心,肝虚,Ontological terms,"v1,v2",0
211,多梦,Duo Meng,是指睡眠不实，睡眠中梦扰纷乱，醒后感觉头昏神疲的症状。多梦常与失眠相伴，导致经常不能获得正常睡眠，并有头晕健忘等症为主要表现。,心,肝虚,Ontological terms,"v1,v2",0
212,多尿,Duo Niao,多尿（polyuria），指每天24小时排尿多于2500ml。健康人当饮水过多或食用含水较多的食物时．可出现暂时性生理性多尿。持续性多尿属于病理性。治疗重在去除病因，对症处理，慎用药物。,膀胱,肾虚,Synonymous terms,"v1,v2",0
213,多食,Duo Shi,儿童饭量无故突然增加要引起重视，专家告诫，如果你的孩子出现饭量突然增大，体重却未见增加，或者反而降低，孩子饮水的次数和量都有明显增加，抵抗力变得低下，皮肤明显粗糙或暗黑等反常症状时，应想到患糖尿病的可能，及时到医院就诊。,胃肠,胃火,Synonymous terms,"v1,v2",0
214,多涎,Duo Xian,多涎（sialism）又称唾液分泌过多，是不正常的现象，它可因消化道疾病而产生，特别是口腔疾病。也可伴随全身疾病，可由特定的药物或毒素引起，吞咽困难也可导致唾液积聚。,脾,脾虚,Ontological terms,"v1,v2",0
215,多饮,Duo Yin,多饮多由糖尿病引起，糖尿病 (diabetes)是由遗传因素、免疫功能紊乱、微生物感染及其毒素、自由基毒素、精神因素等等各种致病因子作用于机体导致胰岛功能减退、胰岛素抵抗(Insulin Resistance，IR)等而引发的糖、蛋白质、脂肪、水和电解质等一系列代谢紊乱综合征，临床上以高血糖为主要特点，典型病例可出现多尿、多饮、多食、消瘦等表现，即“三多一少”症状。,胃肠,胃热,Ontological terms,"v1,v2",0
216,呃逆,E Ni,呃逆即打嗝，指气从胃中上逆，喉间频频作声，声音急而短促。是一个生理上常见的现象，由横膈膜痉挛收缩引起的。健康人也可发生一过性呃逆，多与饮食有关，特别是饮食过快、过饱，摄入很热或冷的食物饮料、饮酒等，外界温度变化和过度吸烟亦可引起。呃逆频繁或持续24小时以上，称为难治性呃逆，多发生于某些疾病。,胃,胃气上逆,Ontological terms,"v1,v2",0
