Formula_id,Formula_pinyin_name,Formula_cn_name,Formula_alias_name,Formula_en_name,Dosage_form,Administration,Type,Category,Herbs_in_Chinese,Herbs_in_pinyin,Syndromes_in_Chinese,Syndromes_in_English,Indications_in_Chinese,Indications_in_English,Source,CPMCP_CMP_id,CPMCP_CPM_id,ITCM_id,ETCM_id
HBFO000042,E Jiao Yuan Zhi Gao,阿胶远志膏,NA,E Jiao Yuan Zhi Electuary,煎膏剂 (Electuary),Oral,NA,Chinese patent medicines,"地黄, 麦冬, 丹参, 远志, 石菖蒲, 当归, 茯苓, 阿胶, 龟甲, 酸枣仁（炒）, 红糖, 蔗糖","Di Huang, Mai Dong, Dan Shen, Yuan Zhi, Shi Chang Pu, Dang Gui, Fu Ling, E Jiao, Gui Jia, Suan Zao Ren （ Chao ）, Hong Tang, Zhe Tang",宁心安神,Peace of mind,气阴两虚所致的心悸，症见心悸，失眠，头晕，多梦等,"Palpitations caused by deficiency of both Qi and Yin, heart palpitations, insomnia, dizziness, dreaminess, etc.",ITCM,NA,4,52123,NA
HBFO000043,An Shen Bu Nao Pian,安神补脑片,NA,An Shen Bu Nao Tablet,片剂 (Tablet),Oral,NA,Chinese patent medicines,"鹿茸, 制何首乌, 淫羊藿, 干姜, 甘草, 大枣, 维生素B, 淀粉, 硬脂酸镁","Lu Rong, Zhi He Shou Wu, Yin Yang Huo, Gan Jiang, Gan Cao, Da Zao, Wei Sheng Su B, Dian Fen, Ying Zhi Suan Mei",生精补髓，增强脑力,Replenishing the essence and strengthening the brain power,神经衰弱，失眠，健忘，头晕,"Nervous breakdown, insomnia, forgetfulness, dizziness",ITCM,NA,12,52099,NA
HBFO000044,An Shen Bu Nao Ye,安神补脑液,NA,An Shen Bu Nao Ye; Anshen Bunao Mixture,口服液 (Oral Liquid Pharmaceutical Preparation),Oral,安神药,Chinese patent medicines,"何首乌, 大枣, 干姜, 淫羊藿, 甘草, 维生素B, 鹿茸","He Shou Wu, Da Zao, Gan Jiang, Yin Yang Huo, Gan Cao, Wei Sheng Su B, Lu Rong",肾虚髓亏证; 肾精亏虚证; 心神不宁证; 精血亏虚证,Syndrome of deficiency of essence and blood; Syndrome of deficiency of kidney essence; Syndrome of marrow depletion due to kidney deficiency; Syndrome of disturbing heart-spirit; Syndrome of disturbing heart-spirit,"不寐, 健忘, 头痛, 眩晕","Inability to sleep, Forgetfulness, Headache, Dizziness",Chinese Pharmacopoeia 2020 edition,NA,NA,33,33
HBFO000045,An Shen Bu Qi Wan,安神补气丸,NA,An Shen Bu Qi Pill,丸剂 (Pill),Oral,安神药,Chinese patent medicines,"五味子, 党参, 朱砂, 柏子仁, 熟地黄, 茯苓, 远志, 酸枣仁, 黄芪","Wu Wei Zi, Dang Shen, Zhu Sha, Bai Zi Ren, Shu Di Huang, Fu Ling, Yuan Zhi, Suan Zao Ren, Huang Qi",气血两虚证; 心神不宁证,Syndrome of deficiency of both essence and blood; Syndrome of disturbing heart-spirit; Syndrome of disturbing heart-spirit,心悸,Palpitations,ETCM,NA,NA,34,34
HBFO000046,E Li Hong Ke Chuan Kou Fu Ye,阿里红咳喘口服液,NA,E Li Hong Ke Chuan Oral Liquid,口服液 (Oral Liquid Pharmaceutical Preparation),Oral,NA,Chinese patent medicines,"洋茴香, 洋李, 芦根, 麻黄, 木香, 香附, 阿里红, 豆蔻, 甘草","Yang Hui Xiang, Yang Li, Lu Gen, Ma Huang, Mu Xiang, Xiang Fu, A Li Hong, Dou Kou, Gan Cao",止咳，平喘，祛痰,"Relieve cough, relieve asthma and expectorant.",寒性咳嗽，咯痰不爽，急慢性支气管炎、哮喘,"Cold cough, unpleasant expectoration, acute and chronic bronchitis, asthma",ITCM,NA,5,51202,NA
HBFO000047,An Shen Bu Xin Ke Li,安神补心颗粒,NA,An Shen Bu Xin Granule; Anshen Buxin Granule,颗粒剂 (Granule),Oral,NA,Chinese patent medicines,"丹参, 五味子（蒸）, 石菖蒲, 安神膏","Dan Shen, Wu Wei Zi （ Zheng ）, Shi Chang Pu, An Shen Gao",养心安神,NA,用于心血不足、虚火内扰所致的心悸失眠、头晕耳鸣,"Used for heart palpitations, insomnia, dizziness and tinnitus caused by insufficient blood flow and internal disturbance of virtual fire",Chinese Pharmacopoeia 2020 edition,NA,NA,53015,NA
HBFO000048,An Shen Bu Xin Wan,安神补心丸,NA,Anshen Buxin Pill; An Shen Bu Xin Pill,丸剂 (Pill),Oral,NA,Chinese patent medicines,"丹参, 五味子（蒸）, 石菖蒲, 安神膏","Dan Shen, Wu Wei Zi （ Zheng ）, Shi Chang Pu, An Shen Gao",养心安神,NA,用于心血不足、虚火内扰所致的心悸失眠、头晕耳鸣,"Used for heart palpitations, insomnia, dizziness and tinnitus caused by insufficient blood flow and internal disturbance of virtual fire",Chinese Pharmacopoeia 2020 edition,NA,NA,53014,NA
HBFO000049,An Shen Ding Zhi Wan,安神定志丸,NA,An Shen Ding Zhi Pill,丸剂 (Pill),Oral,安神方,Ancient TCM prescriptions,"茯苓, 茯神, 制远志, 人参, 石菖蒲, 煅龙齿","Fu Ling, Fu Shen, Zhi Yuan Zhi, Ren Shen, Shi Chang Pu, Duan Long Chi",滋养安神,Nourish the nerves,镇惊定志，养心安神,Calm down and settle your mind,CPMCP,7,NA,NA,NA
HBFO000050,An Shen Jian Nao Ye,安神健脑液,NA,An Shen Jian Nao Ye,口服液 (Oral Liquid Pharmaceutical Preparation),Oral,安神药,Chinese patent medicines,"丹参, 五味子, 人参, 枸杞子, 麦冬","Dan Shen, Wu Wei Zi, Ren Shen, Gou Qi Zi, Mai Dong",气阴两虚证; 心气阴两虚证; 心神不宁证,Syndrome of deficiency of both qi and yin; Syndrome of deficiency of both heart qi and yin; Syndrome of disturbing heart-spirit; Syndrome of disturbing heart-spirit,"不寐, 健忘, 眩晕, 头痛, 心悸","Inability to sleep, Forgetfulness, Headache, Palpitations, Dizziness",ETCM,NA,NA,35,35
HBFO000051,An Shen Jiao Nang,安神胶囊,NA,Anshen Capsule; An Shen Capsule,胶囊剂 (Capsule),Oral,安神药,Chinese patent medicines,"丹参, 五味子, 制何首乌, 川芎, 知母, 茯苓, 酸枣仁, 麦冬","Dan Shen, Wu Wei Zi, Zhi He Shou Wu, Chuan Qiong, Zhi Mu, Fu Ling, Suan Zao Ren, Mai Dong",心神不宁证; 心阴血虚证,Syndrome of disturbing heart-spirit; Syndrome of disturbing heart-spirit; Syndrome of dual deficiency of heart yin and blood,"不寐, 心悸, 盗汗, 耳鸣","Inability to sleep, Nightsweat, Tinnitus, Palpitations",Chinese Pharmacopoeia 2020 edition,NA,NA,36,36
HBFO000052,An Shen Ning,安神宁,NA,An Shen Ning,口服液 (Oral Liquid Pharmaceutical Preparation),Oral,安神药,Chinese patent medicines,"五味子, 刺五加浸膏, 灵芝","Wu Wei Zi, Ci Wu Jia Jin Gao, Ling Zhi",气虚证; 心神不宁证,Syndrome of qi deficiency; Syndrome of disturbing heart-spirit; Syndrome of disturbing heart-spirit,解㑊 ,Depression,ETCM,NA,NA,37,37
HBFO000053,An Shen Tang Jiang,安神糖浆,NA,An Shen Syrup,糖浆剂 (Syrup),Oral,安神药,Chinese patent medicines,"仙鹤草, 合欢皮, 墨旱莲, 女贞子, 灵芝, 甘草, 白术, 首乌藤","Xian He Cao, He Huan Pi, Mo Han Lian, Nv Zhen Zi, Ling Zhi, Gan Cao, Bai Zhu, Shou Wu Teng",气血两虚证,Syndrome of deficiency of both essence and blood,"血劳, 眩晕, 不寐","Inability to sleep, Dizziness, Blood fatigue",ETCM,NA,NA,38,38
HBFO000054,An Shen Wen Dan Wan,安神温胆丸,NA,An Shen Wen Dan Pill,丸剂 (Pill),Oral,安神药,Chinese patent medicines,"五味子, 人参, 半夏, 大枣, 朱砂, 枳实, 熟地黄, 甘草, 竹茹, 茯苓, 远志, 酸枣仁, 陈皮","Wu Wei Zi, Ren Shen, Ban Xia, Da Zao, Zhu Sha, Zhi Shi, Shu Di Huang, Gan Cao, Zhu Ru, Fu Ling, Yuan Zhi, Suan Zao Ren, Chen Pi",NA,Hypochondriac pain,"惊悸, 不寐","Inability to sleep, Fright palpitations",ETCM,NA,NA,39,39
HBFO000055,An Shen Yang Xin Wan,安神养心丸,NA,An Shen Yang Xin Pill,丸剂 (Pill),Oral,安神药,Chinese patent medicines,"党参, 川芎, 当归, 熟地黄, 琥珀, 甘草, 白术, 白芍, 石菖蒲, 茯苓, 远志, 酸枣仁, 黄芪","Dang Shen, Chuan Qiong, Dang Gui, Shu Di Huang, Hu Po, Gan Cao, Bai Zhu, Bai Shao, Shi Chang Pu, Fu Ling, Yuan Zhi, Suan Zao Ren, Huang Qi",气血两虚证; 心神不宁证,Syndrome of deficiency of both essence and blood; Syndrome of disturbing heart-spirit; Syndrome of disturbing heart-spirit,"惊悸, 不寐","Inability to sleep, Fright palpitations",ETCM,NA,NA,40,40
HBFO000056,An Shen Yi Nao Wan,安神益脑丸,NA,An Shen Yi Nao Pill,丸剂 (Pill),Oral,安神药,Chinese patent medicines,"制何首乌, 合欢皮, 墨旱莲, 女贞子, 当归, 朱砂, 桑叶, 茯苓, 远志, 酸枣仁, 黄精","Zhi He Shou Wu, He Huan Pi, Mo Han Lian, Nv Zhen Zi, Dang Gui, Zhu Sha, Sang Ye, Fu Ling, Yuan Zhi, Suan Zao Ren, Huang Jing",肝肾亏虚证; 心神不宁证,Syndrome of deficiency in liver and kidney; Syndrome of disturbing heart-spirit; Syndrome of disturbing heart-spirit,"头痛, 眩晕, 心悸, 不寐, 健忘","Inability to sleep, Forgetfulness, Headache, Palpitations, Dizziness",ETCM,NA,14,41,41
HBFO000057,An Shen Wan,安肾丸,NA,An Shen Pill,丸剂 (Pill),Oral,化湿药,Ancient TCM prescriptions,"制川乌, 山药, 巴戟天, 桃仁, 白术, 石斛, 肉桂, 肉苁蓉, 茯苓, 萆薢, 蒺藜, 补骨脂","Zhi Chuan Wu, Shan Yao, Ba Ji Tian, Tao Ren, Bai Zhu, Shi Hu, Rou Gui, Rou Cong Rong, Fu Ling, Bi Xie, Ji Li, Bu Gu Zhi",肾不纳气证; 肾经寒湿证,Syndrome of kidney failing to receive qi; Syndrome of cold-dampness in kidney meridian,遗精,Seminal emission,ETCM,NA,NA,42,42
HBFO000058,An Sou Hua Tan Wan,安嗽化痰丸,NA,An Sou Hua Tan Pill,丸剂 (Pill),Oral,燥湿药,Chinese patent medicines,"款冬花, 浙贝母, 玄参, 百合, 知母, 紫菀, 罂粟壳, 苦杏仁, 麦冬","Kuan Dong Hua, Zhe Bei Mu, Xuan Can, Bai He, Zhi Mu, Zi Wan, Ying Su Ke, Ku Xing Ren, Mai Dong",肺热阴虚证,Syndrome of lung-heat and yin deficiency,咳嗽,Cough,ETCM,NA,NA,43,43
HBFO000059,An Sou Pian,安嗽片,NA,An Sou Tablet,片剂 (Tablet),Oral,化痰药,Chinese patent medicines,"前胡, 半夏, 桔梗, 浙贝母, 甘草, 百部, 陈皮","Qian Hu, Ban Xia, Jie Geng, Zhe Bei Mu, Gan Cao, Bai Bu, Chen Pi",痰浊内蕴证,Syndrome of internal retaining of phlegm turbidity,咳嗽,Cough,ETCM,NA,NA,44,44
HBFO000060,An Sou Tang Jiang,安嗽糖浆,NA,An Sou Syrup,糖浆剂 (Syrup),Oral,化痰药,Chinese patent medicines,"前胡, 半夏, 桔梗流浸膏, 氯化铵, 浙贝母流浸膏, 甘草流浸膏, 百部, 盐酸麻黄碱, 薄荷脑, 陈皮","Qian Hu, Ban Xia, Jie Geng Liu Jin Gao, Lv Hua An, Zhe Bei Mu Liu Jin Gao, Gan Cao Liu Jin Gao, Bai Bu, Yan Suan Ma Huang Jian, Bo He Nao, Chen Pi",痰热蕴肺证,Syndrome of phlegm-heat retaining in the lung,"咳嗽, 喘病","Dyspnea, Cough",ETCM,NA,NA,45,45
HBFO000061,An Tai Wan,安胎丸,NA,An Tai Pill; Antai Pill,丸剂 (Pill),Oral,补益药,Ancient TCM prescriptions,"川芎, 当归, 白术, 白芍, 黄芩","Chuan Qiong, Dang Gui, Bai Zhu, Bai Shao, Huang Qin",胎动不安血虚证,Syndrome of threatened abortion and blood deficiency,胎动不安,Threatened abortion,Chinese Pharmacopoeia 2020 edition,NA,NA,46,46
HBFO000062,An Tai Yi Mu Wan,安胎益母丸,NA,An Tai Yi Mu Pill,丸剂 (Pill),Oral,补益药,Chinese patent medicines,"党参, 川芎, 当归, 杜仲, 熟地黄, 甘草, 白术, 白芍, 益母草, 砂仁, 续断, 艾叶, 茯苓, 阿胶, 陈皮, 香附, 黄芩","Dang Shen, Chuan Qiong, Dang Gui, Du Zhong, Shu Di Huang, Gan Cao, Bai Zhu, Bai Shao, Yi Mu Cao, Sha Ren, Xu Duan, Ai Ye, Fu Ling, E Jiao, Chen Pi, Xiang Fu, Huang Qin",气血两虚证,Syndrome of deficiency of both essence and blood,"月经失调, 胎动不安","Threatened abortion, Menstrual irregularities",ETCM,NA,NA,47,47
HBFO000063,An Wei Jiao Nang,安胃胶囊,NA,An Wei Capsule,胶囊剂 (Capsule),Oral,理气药,Chinese patent medicines,"延胡索, 海螵蛸, 白矾","Yan Hu Suo, Hai Piao Shao, Bai Fan",胃热气滞证,Syndrome of stomach heat and qi stagnation,胃脘痛,Stomachache,ETCM,NA,NA,48,48
HBFO000064,An Wei Pian,安胃片,NA,Anwei Tablet; An Wei Tablet,片剂 (Tablet),Oral,NA,Chinese patent medicines,"醋延胡索, 枯矾, 海螵蛸（去壳）","Cu Yan Hu Suo, Ku Fan, Hai Piao Shao （ Qu Ke ）",行气活血，制酸止痛,NA,用于气滞血瘀所致的胃脘刺痛、吞酸嗳气、脘闷不舒；胃及十二指肠溃疡、慢性胃炎见上述证候者,"It is used for gastric tingling, sour belching, gastric nausea caused by qi stagnation and blood stasis; gastric and duodenal ulcers, chronic gastritis with the above symptoms",Chinese Pharmacopoeia 2020 edition,NA,16,51831,NA
HBFO000065,An Yang Gao Yao,安阳膏药,NA,An Yang Plaster,膏药 (Plaster),External Use,化湿药,Chinese patent medicines,"三棱, 乌药, 乳香, 儿茶, 关木通, 大黄, 川乌, 当归, 木瓜, 木鳖子, 没药, 白及, 白芷, 白蔹, 肉桂, 草乌, 莪术, 血竭, 赤芍, 连翘, 阿魏","San Leng, Wu Yao, Ru Xiang, Er Cha, Guan Mu Tong, Dai Huang, Chuan Wu, Dang Gui, Mu Gua, Mu Bie Zi, Mo Yao, Bai Ji, Bai Zhi, Bai Lian, Rou Gui, Cao Wu, E Shu, Xue Jie, Chi Shao, Lian Qiao, A Wei",风寒湿凝滞筋骨证,Syndrome of stagnation and congelation of wind cold-dampness in sinew and bone,"癥积, 痹病","Abdominal mass, Impediment disease",ETCM,NA,NA,49,49
HBFO000066,An Yang Gu Ben Gao,安阳固本膏,NA,An Yang Gu Ben Plaster,膏药 (Plaster),External Use,NA,Chinese patent medicines,"乌药, 乳香, 儿茶, 大黄, 川牛膝, 巴戟天, 当归, 木通, 杜仲, 椿皮, 没药, 白芷, 益母草, 红花, 续断, 肉桂, 艾叶, 血竭, 赤芍, 金樱子, 锁阳, 附子, 香附","Wu Yao, Ru Xiang, Er Cha, Dai Huang, Chuan Niu Xi, Ba Ji Tian, Dang Gui, Mu Tong, Du Zhong, Chun Pi, Mo Yao, Bai Zhi, Yi Mu Cao, Hong Hua, Xu Duan, Rou Gui, Ai Ye, Xue Jie, Chi Shao, Jin Ying Zi, Suo Yang, Fu Zi, Xiang Fu",胞宫虚寒证,Syndrome of deficient cold in uterus,"不孕, 痛经, 月经失调","Infertility, Dysmenorrhea, Menstrual irregularities",ETCM,NA,NA,50,50
HBFO000067,An Yang Hu Gu Yao Jiu,安阳虎骨药酒,NA,An Yang Hu Gu Medicated Wine,药酒 (Medicinal Liquor),Oral,化湿药,Chinese patent medicines,"乳香, 五加皮, 人参, 佛手, 八角茴香, 制川乌, 制草乌, 千年健, 地枫皮, 地龙, 天麻, 威灵仙, 山柰, 川牛膝, 川芎, 当归, 木瓜, 木香, 杜仲, 枳壳, 枸杞子, 桂枝, 桃仁, 桑枝, 桔梗, 没药, 油松节, 法半夏, 泽泻, 熟地黄, 独活, 甘草, 白术, 白芷, 砂仁, 秦艽, 红花, 细辛, 续断, 羌活, 肉桂, 花椒, 苍术, 茜草, 荆芥, 草果, 菟丝子, 虎骨, 蚕砂, 补骨脂, 防风, 青皮, 鹿茸, 黄芪","Ru Xiang, Wu Jia Pi, Ren Shen, Fo Shou, Ba Jiao Hui Xiang, Zhi Chuan Wu, Zhi Cao Wu, Qian Nian Jian, Di Feng Pi, Di Long, Tian Ma, Wei Ling Xian, Shan Nai, Chuan Niu Xi, Chuan Qiong, Dang Gui, Mu Gua, Mu Xiang, Du Zhong, Zhi Ke, Gou Qi Zi, Gui Zhi, Tao Ren, Sang Zhi, Jie Geng, Mo Yao, You Song Jie, Fa Ban Xia, Ze Xie, Shu Di Huang, Du Huo, Gan Cao, Bai Zhu, Bai Zhi, Sha Ren, Qin Jiao, Hong Hua, Xi Xin, Xu Duan, Qiang Huo, Rou Gui, Hua Jiao, Cang Zhu, Xi Cao, Jing Jie, Cao Guo, Tu Si Zi, Hu Gu, Can Sha, Bu Gu Zhi, Fang Feng, Qing Pi, Lu Rong, Huang Qi",伤损筋骨证; 风寒湿凝滞筋骨证,Syndrome of stagnation and congelation of wind cold-dampness in sinew and bone; Syndrome of damage to sinew and bone,"偏枯, 瘫痪, 痹病, 跌打损伤","Impediment disease, Traumatic injuries, Hemiplegia, Paralysis",ETCM,NA,NA,51,51
HBFO000068,An Yang Jing Zhi Gao,安阳精制膏,NA,An Yang Jing Zhi Plaster; Anyang Jingzhi Plaster,贴膏剂 (Adhesive Plaster),External Use,NA,Chinese patent medicines,"三棱, 乌药, 乳香, 儿茶, 关木通, 冰片, 大黄, 川乌, 当归, 木瓜, 木鳖子, 水杨酸甲酯, 没药, 白及, 白芷, 白蔹, 肉桂, 草乌, 莪术, 薄荷脑, 血竭, 赤芍, 连翘, 阿魏","San Leng, Wu Yao, Ru Xiang, Er Cha, Guan Mu Tong, Bing Pian, Dai Huang, Chuan Wu, Dang Gui, Mu Gua, Mu Bie Zi, Shui Yang Suan Jia Zhi, Mo Yao, Bai Ji, Bai Zhi, Bai Lian, Rou Gui, Cao Wu, E Shu, Bo He Nao, Xue Jie, Chi Shao, Lian Qiao, A Wei",风寒湿凝滞筋骨证; 胃肠寒凝证,Syndrome of stagnation and congelation of wind cold-dampness in sinew and bone; Syndrome of cold congealing in stomach and intestines,"癥积, 痹病, 腰痛, 关节痛, 胃脘痛","Abdominal mass, Impediment disease, Arthralgia, Stomachache, Lumbago",Chinese Pharmacopoeia 2020 edition,NA,NA,52,52
HBFO000069,A Wei Wan,阿魏丸,NA,A Wei Pill,汤剂 (Decoction),Oral,消食方,Ancient TCM prescriptions,"阿魏, 醋当归, 肉桂, 醋陈皮, 白及, 白芷, 醋莪术, 醋延胡索, 木香, 酒川芎, 醋吴茱萸, 附片, 干姜, 肉豆蔻, 朱砂","A Wei, Cu Dang Gui, Rou Gui, Cu Chen Pi, Bai Ji, Bai Zhi, Cu E Shu, Cu Yan Hu Suo, Mu Xiang, Jiu Chuan Qiong, Cu Wu Zhu Yu, Fu Pian, Gan Jiang, Rou Dou Kou, Zhu Sha",消食化滞,Disappear of the hysteresis,通和五脏,And the five internal organs,CPMCP,2,NA,NA,NA
HBFO000070,An Zhong Pian,安中片,NA,An Zhong Tablet; Anzhong Tablet,片剂 (Tablet),Oral,NA,Chinese patent medicines,"小茴香, 延胡索, 桂枝, 牡蛎, 甘草, 砂仁, 高良姜","Xiao Hui Xiang, Yan Hu Suo, Gui Zhi, Mu Li, Gan Cao, Sha Ren, Gao Liang Jiang",脾胃阳虚证,Syndrome of yang deficiency in spleen and stomach,胃脘痛,Stomachache,Chinese Pharmacopoeia 2020 edition,NA,NA,53,53
HBFO000071,Ai Ye You Jiao Nang,艾叶油胶囊,NA,Ai Ye You Capsule,胶囊剂 (Capsule),Oral,NA,Chinese patent medicines,艾叶油,Ai Ye You,止咳，祛痰,"Cough, expectorant",慢性支气管炎的咳嗽痰多,Chronic bronchitis has a lot of cough and sputum,ITCM,NA,NA,51156,NA
HBFO000072,An Lv You,桉绿油,NA,An Lv You,酊剂 (Tincture),External Use,NA,Chinese patent medicines,桉油,An You,NA,NA,恶虫叮咬伤,Verm sting,ETCM,NA,NA,54,54
HBFO000073,An Mo Ru,按摩乳,NA,An Mo Emulsion,乳剂 (Emulsion),External Use,和血药,Chinese patent medicines,"丁香油, 乌药, 乳香, 单硬脂酸甘油酯, 川芎, 樟脑, 水杨酸甲酯, 没药, 硬脂酸, 肉桂油, 芸香浸膏, 薄荷油, 郁金, 颠茄流浸膏","Ding Xiang You, Wu Yao, Ru Xiang, Dan Ying Zhi Suan Gan You Zhi, Chuan Qiong, Zhang Nao, Shui Yang Suan Jia Zhi, Mo Yao, Ying Zhi Suan, Rou Gui You, Yun Xiang Jin Gao, Bo He You, Yu Jin, Dian Jia Liu Jin Gao",伤损筋骨证; 瘀滞筋骨证,Syndrome of damage to sinew and bone; Syndrome of stagnation of static blood in sinew and bone,跌打损伤,Traumatic injuries,ETCM,NA,NA,55,55
HBFO000074,Anmo Ruangao,按摩软膏,NA,An Mo Ointment; Anmo Ointment,软膏剂 (Ointment),External Use,NA,Chinese patent medicines,"芸香浸膏, 乳香, 乌药, 郁金, 薄荷油, 丁香油, 颠茄流浸膏, 没药, 川芎, 水杨酸甲酯, 肉桂袖, 樟脑","Yun Xiang Jin Gao, Ru Xiang, Wu Yao, Yu Jin, Bo He You, Ding Xiang You, Dian Jia Liu Jin Gao, Mo Yao, Chuan Qiong, Shui Yang Suan Jia Zhi, Rou Gui Xiu, Zhang Nao",活血化瘀，和络止痛,NA,用于运动劳损，肌肉痠痛，跌打扭伤，无名肿痛,"Used for sports strain, muscle aches, bruises, sprains, unnamed swelling and pain",Chinese Pharmacopoeia 2020 edition,NA,NA,53396,NA
HBFO000075,Ao Dong Zhuang Shen Wan,敖东壮肾丸,NA,Ao Dong Zhuang Shen Pill,丸剂 (Pill),Oral,补益药,Chinese patent medicines,"大海米, 杜仲, 枸杞子, 海马, 淫羊藿, 熟地黄, 牛膝, 牡蛎, 狗肾, 狗脊, 红参, 肉桂, 肉苁蓉, 菟丝子, 补骨脂, 锁阳, 韭菜子, 驴肾, 鹿角胶, 鹿鞭, 黄芪","Da Hai Mi, Du Zhong, Gou Qi Zi, Hai Ma, Yin Yang Huo, Shu Di Huang, Niu Xi, Mu Li, Gou Shen, Gou Ji, Hong Can, Rou Gui, Rou Cong Rong, Tu Si Zi, Bu Gu Zhi, Suo Yang, Jiu Cai Zi, Lv Shen, Lu Jiao Jiao, Lu Bian, Huang Qi",肾阳虚证,Syndrome of yang deficiency of kidney,虚劳,Consumptive disease,ETCM,NA,NA,56,56
HBFO000076,Ao Tai Le Ke Li,澳泰乐颗粒,NA,Ao Tai Le Granule; Aotaile Granule,颗粒剂 (Granule),Oral,理气药,Chinese patent medicines,"白芍, 返魂草, 郁金, 麦芽, 黄精","Bai Shao, Fan Hun Cao, Yu Jin, Mai Ya, Huang Jing",肝郁气滞证,Syndrome of stagnation of liver qi,"胁痛, 腹胀","Abdominal distension, Hypochondriac pain",Chinese Pharmacopoeia 2020 edition,NA,NA,57,57
HBFO000077,Ba Bao Bo Yun San,八宝拨云散,NA,Ba Bao Bo Yun Powder,散剂 (Powder),Oral,化湿药,Ancient TCM prescriptions,"冰片, 朱砂, 海螵蛸, 炉甘石, 熊胆, 牛黄, 珍珠, 琥珀, 硇砂, 硼砂, 蕤仁, 麝香","Bing Pian, Zhu Sha, Hai Piao Shao, Lu Gan Shi, Xiong Dan, Niu Huang, Zhen Zhu, Hu Po, Nao Sha, Peng Sha, Rui Ren, She Xiang",风湿凌目证,Syndrome of wind-dampness invading eye,胬肉攀睛,Pterygium,ETCM,NA,NA,58,58
HBFO000078,Ba Bao Jing Feng San,八宝惊风散,NA,Ba Bao Jing Feng Powder,散剂 (Powder),Oral,祛风药,Chinese patent medicines,"丁香, 人工牛黄, 全蝎, 冰片, 天竺黄, 天麻, 川贝母, 栀子, 沉香, 珍珠, 胆南星, 茯苓, 薄荷, 金礞石, 钩藤, 防风, 麝香, 黄芩, 龙齿","Ding Xiang, Ren Gong Niu Huang, Quan Xie, Bing Pian, Tian Zhu Huang, Tian Ma, Chuan Bei Mu, Zhi Zi, Chen Xiang, Zhen Zhu, Dan Nan Xing, Fu Ling, Bo He, Jin Meng Shi, Gou Teng, Fang Feng, She Xiang, Huang Qin, Long Chi",痰热动风证,Syndrome of phlegm-heat stirring wind,"急惊风, 咳嗽","Acute infantile convulsion, Cough",ETCM,NA,NA,59,59
HBFO000079,Ba Bao Kun Shun Wan,八宝坤顺丸,NA,Ba Bao Kun Shun Pill; Babao Kunshun Pill,丸剂 (Pill),Oral,NA,Chinese patent medicines,"熟地黄, 地黄, 白芍, 当归, 川芎, 人参, 白术, 茯苓, 甘草, 益母草, 黄芩, 牛膝, 橘红, 沉香, 木香, 砂仁, 琥珀","Shu Di Huang, Di Huang, Bai Shao, Dang Gui, Chuan Qiong, Ren Shen, Bai Zhu, Fu Ling, Gan Cao, Yi Mu Cao, Huang Qin, Niu Xi, Ju Hong, Chen Xiang, Mu Xiang, Sha Ren, Hu Po",益气养血调经,"Nourishing Qi, Nourishing Blood and Regulating Menstruation",用于气血两虚所致的月经不调、痛经，症见经期后错、经血量少、行经腹痛,"Used for irregular menstruation and dysmenorrhea caused by deficiency of both qi and blood. Symptoms include errors after menstruation, low menstrual blood volume, and abdominal pain during menstruation",Chinese Pharmacopoeia 2020 edition,NA,NA,53116,NA
HBFO000080,Ba Bao Rui Sheng Wan,八宝瑞生丸,NA,Ba Bao Rui Sheng Pill,丸剂 (Pill),Oral,化湿药,Chinese patent medicines,"六神曲, 山楂, 干姜, 延胡索, 当归, 甘草, 肉桂, 茯苓, 草果, 草豆蔻, 郁金, 香附, 高良姜","Liu Shen Qu, Shan Zha, Gan Jiang, Yan Hu Suo, Dang Gui, Gan Cao, Rou Gui, Fu Ling, Cao Guo, Cao Dou Kou, Yu Jin, Xiang Fu, Gao Liang Jiang",寒湿中阻证,Syndrome of middle-obstruction of cold-dampness,"腹胀, 腹痛","Abdominal Pain, Abdominal distension",ETCM,NA,NA,60,60
